"id";"property_value";"remark";"wx_user_id";"base_id"
169;"""女""";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";1
170;"""1997-04-05""";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";2
171;"161";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";3
172;"[""偏胖""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";4
173;"{""province"":""四川省"",""city"":""成都市"",""district"":"""",""street"":""""}";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";5
174;"{""province"":""四川省"",""city"":""成都市"",""district"":"""",""street"":""""}";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";36
175;"""大专""";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";6
176;"[""艺术"",""其他: 设计""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";7
177;"[""O""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";8
178;"[""白羊座""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";9
179;"[""其他: 运营培训""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";10
180;"[""3万-6万""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";11
181;"[""适当理财""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";12
182;"[""基础""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";14
183;"[""基础""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";15
184;"70";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";16
185;"[""怯生""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";18
186;"[""呆萌""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";19
187;"[""乐意听朋友的"",""如果对方坚持会妥协""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";20
188;"[""坚强""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";21
189;"[""易纠结""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";22
190;"[""安静的做自己的事""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";23
191;"[""日久生情""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";24
192;"[""总是黏在一起""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";25
193;"[""等待对方主动""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";26
194;"[""演唱会"",""户外""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";27
195;"[""会存钱，但不会透支购买""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";28
196;"[""古迹"",""沙滩""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";29
197;"[""确定恋爱关系后可以""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";30
198;"[""民谣""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";31
199;"[""健身""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";32
200;"[""美术"",""电影"",""摄影""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";33
201;"[""烹饪"",""宠物""]";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";34
202;"""739931552""";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";37
203;"""国内一般""";"";"oMzbs1MtM-TQAY5sM-e0A89KrlyU";38
204;"""女""";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";1
205;"""1991-10-25""";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";2
206;"168";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";3
207;"[""偏胖""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";4
208;"{""province"":""湖北省"",""city"":""武汉市"",""district"":""江岸区"",""street"":""""}";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";5
209;"{""province"":""湖北省"",""city"":""武汉市"",""district"":""江岸区"",""street"":""""}";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";36
210;"""本科""";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";6
211;"[""艺术""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";7
212;"[""B""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";8
213;"[""天蝎座""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";9
214;"[""体制内""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";10
215;"[""10万-20万""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";11
216;"[""刚好月光""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";12
217;"[""其他: 我是你爸爸""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";13
218;"[""好""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";14
219;"[""基础""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";15
220;"75";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";16
221;"[""https://files.jinshuju.net/en/5c89f040c9cd286e00093695/27_42_AD4032BC-AE30-4523-AAD3-1B468234038A.jpeg?token=7NK_Z1IEoKaIY6I9RXzO4b9uQPwuwdvnlGbzHZmF:mBfzgVzwtVx-sprDrMdLe797P8o=:eyJTIjoiZmlsZXMuamluc2h1anUubmV0L2VuLzVjODlmMDQwYzljZDI4NmUwMDA5MzY5NS8yN180Ml9BRDQwMzJCQy1BRTMwLTQ1MjMtQUFEMy0xQjQ2ODIzNDAzOEEuanBlZyoiLCJFIjoxODY4MTEzNjY1fQ==&download""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";17
222;"[""怯生""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";18
223;"[""呆萌"",""逗逼""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";19
224;"[""乐意听朋友的"",""不想扫兴勉强同意"",""如果对方坚持会妥协""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";20
225;"[""柔弱"",""被动""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";21
226;"[""易纠结"",""干脆果断""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";22
227;"[""安静的做自己的事"",""和朋友一起活动""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";23
228;"[""日久生情""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";24
229;"[""总是黏在一起"",""有自己的空间""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";25
230;"[""等待对方主动"",""隐隐暗示对方""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";26
231;"[""商场"",""演唱会"",""剧院"",""户外""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";27
232;"[""会存钱，但不会透支购买"",""经济能力内购买""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";28
233;"[""风景区"",""都市"",""沙滩"",""游乐场""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";29
234;"[""确定恋爱关系后可以""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";30
235;"[""流行"",""民谣""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";31
236;"[""篮球"",""游泳"",""健身""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";32
237;"[""美术"",""摄影""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";33
238;"[""烹饪"",""茶艺""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";34
239;"[""野营"",""心理"",""超自然"",""网购"",""考研"",""出国""]";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";35
240;"""13476066340""";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";37
241;"""国内一流""";"";"oMzbs1Hp1E0XjbXCXUpQ_hApUZoI";38
242;"""男""";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";1
243;"[""偏瘦""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";4
244;"""大专""";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";6
245;"[""教育""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";7
246;"[""B""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";8
247;"[""双子座""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";9
248;"[""工薪族"",""经商""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";10
249;"[""20万-30万"",""50万-100万""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";11
250;"[""适当理财""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";12
251;"[""基督教"",""无神论者""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";13
252;"[""差""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";14
253;"[""喜欢就好""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";30
254;"[""瑜伽""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";32
255;"""111""";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";37
256;"""国际一流""";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";38
257;"""1986-03-30""";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";2
258;"""女""";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";1
259;"""111""";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";37
260;"""1994-03-30""";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";2
261;"169";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";3
262;"[""均匀""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";4
263;"{""province"":""浙江省"",""city"":""温州市"",""district"":"""",""street"":""""}";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";5
264;"""大专""";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";6
265;"[""经济"",""理学"",""农学""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";7
266;"[""B""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";8
267;"[""巨蟹座""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";9
268;"[""工薪族""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";10
269;"[""6万-10万""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";11
270;"[""适当理财""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";12
271;"[""天主教""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";13
272;"[""差""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";14
273;"[""差""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";15
274;"[""沉稳""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";18
275;"[""幽默""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";19
276;"[""如果对方坚持会妥协""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";20
277;"[""被动""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";21
278;"[""易纠结""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";22
279;"[""安静的做自己的事""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";23
280;"[""日久生情""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";24
281;"[""总是黏在一起""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";25
282;"[""等待对方主动""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";26
283;"[""剧院"",""网吧""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";27
284;"[""真的很喜欢的话，就先透支买了""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";28
285;"[""都市""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";29
286;"[""确定恋爱关系后可以""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";30
287;"[""嘻哈""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";31
288;"[""篮球""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";32
289;"[""文学"",""书法""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";33
290;"[""模型"",""保健养生""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";34
291;"[""历史"",""公安"",""外星人""]";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";35
292;"""国际一流""";"";"oMzbs1KMKaMvZBtlwQihhhQcE7jA";38
293;"188";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";3
294;"{""province"":""浙江省"",""city"":""温州市"",""district"":"""",""street"":""""}";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";5
295;"[""差""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";15
296;"[""沉稳""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";18
297;"[""童趣""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";19
298;"[""不想扫兴勉强同意""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";20
299;"[""坚强""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";21
300;"[""易纠结""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";22
301;"[""安静的做自己的事""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";23
302;"[""一见钟情""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";24
303;"[""总是黏在一起""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";25
304;"[""大胆表示自己的情感""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";26
305;"[""酒吧""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";27
306;"[""真的很喜欢的话，就先透支买了""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";28
307;"[""沙滩""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";29
308;"[""古典""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";31
309;"[""传媒""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";33
310;"[""魔术""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";34
311;"[""数码""]";"";"oMzbs1AjHHELJZI4So4nR5W8ZYs4";35
312;"""女""";"";"oMzbs1OylgFGwtajxupMVe5EIaDQ";1
313;"""2019-04-05""";"";"oMzbs1OylgFGwtajxupMVe5EIaDQ";2
314;"180";"";"oMzbs1OylgFGwtajxupMVe5EIaDQ";3
315;"""。""";"";"oMzbs1OylgFGwtajxupMVe5EIaDQ";37
